full_id,osm_id,osm_type,healthcare,leisure,operator,check_date,shop,opening_hours,healthcare:speciality,fax,building,wikipedia,wikidata,wheelchair,website,toilets:wheelchair,phone,name,emergency,amenity,addr:street,addr:province,addr:housenumber,addr:city,office,instagram,opening_hours:signed,check_date:opening_hours,operator:type,internet_access,email,contact:facebook,payment:debit_cards,payment:credit_cards,payment:cash,dispensing,level,description,drive_through,addr:postcode,addr:unit,branch,name:en,website:fr,website:en,brand:wikipedia,brand:wikidata,brand,layer,path,longitude,latitude
n4987439024,4987439024,node,pharmacy,,,2025-04-27,,,,,,,,,,,,Rexall,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,en:Rexall (Canada),Q39045377,Rexall,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.365988,48.4234448
n4988523390,4988523390,node,doctor,,,,,,,,,,,,,,,Victoria Chinatown Care Centre,,doctors,Herald Street,,555,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.367622,48.4300512
n5757246328,5757246328,node,alternative,,,,,,,,,,,,,,+1-778-433-1471,Ageless Living Market,,,Johnson Street,,851,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3596536,48.4265356
n6083025726,6083025726,node,yes,,Fix Healthcare,2024-03-30,,,physiotherapy;massage;kinesitherapy;chiropractic;accupuncture,,,,,,,,,Fix Healthcare,,,Johnson Street,,805,,,,,,,,,,,,,,,,,V8W 1N4,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3614776,48.4267491
n6228270916,6228270916,node,pharmacy,,,,,"Mo-Fr 08:00-20:00, Sa-Su 09:00-18:00",,,,,,,http://www.pharmasavejamesbay.com/,,+1-250-383-7196,James Bay Pharmasave,,pharmacy,Menzies Street,,230,Victoria,,,,,,,,,yes,yes,yes,yes,,,no,V8V 2G7,113,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.374292,48.4157033
n6279624096,6279624096,node,pharmacy,,,,,Mo-Fr 09:00-17:30; Sa 10:00-14:00,,,,,,,,,,Fort Royal Pharmacy,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.329929,48.429497
n6680787195,6680787195,node,pharmacy,,,,,,,,,,,,,,,Pharmasave,,pharmacy,Wilson Street,BC,180,Victoria,,,,,,,,,,,,yes,,,no,,100,,,,,en:Pharmasave,Q17093822,Pharmasave,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3815322,48.4330475
n7168725283,7168725283,node,pharmacy,,,,,,,,,,,,https://www.shoppersdrugmart.ca/en/store-locator/store/226,,+1-250-595-5111,Shoppers Drug Mart,,pharmacy,,,,,,,,,,,,,,,,,0,,,,,,,https://www.shoppersdrugmart.ca/fr/store-locator/store/226,https://www.shoppersdrugmart.ca/en/store-locator/store/226,en:Shoppers Drug Mart,Q1820137,Shoppers Drug Mart,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3343779,48.4470452
n7209645931,7209645931,node,pharmacy,,,,,,,,,,,,https://quadravillagepharmacy.com,,+1-250-383-1188,Quadra Village Drug Mart,,pharmacy,Quadra Street,,2631,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.358513,48.4385082
n8915396571,8915396571,node,pharmacy,,,,,,,,,,,,https://www.shoppersdrugmart.ca/en/store-locator/store/221,,,Shoppers Drug Mart,,pharmacy,Douglas Street,,1212,,,,,,,,,,,,,yes,,,,,,,,https://www.shoppersdrugmart.ca/fr/store-locator/store/221,https://www.shoppersdrugmart.ca/en/store-locator/store/221,en:Shoppers Drug Mart,Q1820137,Shoppers Drug Mart,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.365301,48.4257261
n9033493479,9033493479,node,dentist,,,,,Mo-Fr 07:30-16:00,,+1 250 361-4258,,,,,https://www.citycenterdentalclinic.ca/,,+1 250 361-4266,City Center Dental Clinic,,dentist,Broughton Street,,608,,,,,,,,,,,,,,,,,,200,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.367465,48.4242843
n9907259707,9907259707,node,dentist,,Dr David Thode,,,Mo-Fr 08:00-16:30,dentistry;cosmetic_dentistry,,,,,,https://www.cookstreetvillagedental.com/,,+1-778-486-8408,Cook Street Village Dental,,dentist,Cook Street,BC,355,Victoria,,,,,,,,,,,,,,,,V8V 0C4,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.355622,48.4156241
n10012446828,10012446828,node,doctor,,,,,,,,,,,,,,,,,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3353365,48.426262
n10012446829,10012446829,node,laboratory,,,,,,blood_check,,,,,,,,,LifeLabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q109319451,LifeLabs,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3351997,48.4263884
n10316775547,10316775547,node,pharmacy,,,,,Mo-Fr 09:00-17:30; Sa 09:00-15:00; Su 10:00-14:00,,,,,,,,,,Fort Royal Pharmacy Hillside,,pharmacy,Hillside Avenue,,797,,,,,,,,,,,,,,,,,,,,,,,,,,"healthcare_Victoria, BC","Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=healthcare:string(0,0)&field=office:string(0,0)&field=instagram:string(0,0)&field=opening_hours%3Asigned:string(0,0)&field=check_date%3Aopening_hours:string(0,0)&field=operator%3Atype:string(0,0)&field=internet_access:string(0,0)&field=email:string(0,0)&field=contact%3Afacebook:string(0,0)&field=fax:string(0,0)&field=addr%3Aprovince:string(0,0)&field=payment%3Adebit_cards:string(0,0)&field=payment%3Acredit_cards:string(0,0)&field=payment%3Acash:string(0,0)&field=dispensing:string(0,0)&field=level:string(0,0)&field=description:string(0,0)&field=addr%3Acity:string(0,0)&field=healthcare%3Aspeciality:string(0,0)&field=shop:string(0,0)&field=drive_through:string(0,0)&field=addr%3Apostcode:string(0,0)&field=phone:string(0,0)&field=addr%3Aunit:string(0,0)&field=opening_hours:string(0,0)&field=branch:string(0,0)&field=wheelchair:string(0,0)&field=operator:string(0,0)&field=name%3Aen:string(0,0)&field=check_date:string(0,0)&field=addr%3Astreet:string(0,0)&field=addr%3Ahousenumber:string(0,0)&field=website%3Afr:string(0,0)&field=website%3Aen:string(0,0)&field=website:string(0,0)&field=name:string(0,0)&field=brand%3Awikipedia:string(0,0)&field=brand%3Awikidata:string(0,0)&field=brand:string(0,0)&field=amenity:string(0,0)&uid={65a4741d-9497-4a77-ba09-51103b414dfc}",-123.3636077,48.4384492
