edge_id,from_node,to_node,length,geometry_wkt,full_id,osm_id,osm_type,highway,surface,source:maxspeed,sidewalk:both,oneway:bicycle:conditional,oneway:bicycle,oneway,name,motor_vehicle:conditional,maxspeed,lit,lanes,foot,bicycle,X,Y,FID,Rotation,Direction,Volume,Label,Year,Neighbourh,n,distance,feature_x,feature_y,nearest_x,nearest_y,cycleway:right,cycleway:left,sidewalk,ref,cycleway,busway,NHS,cycleway:both,parking:right,parking:left:orientation,parking:left,maxspeed:type,lane_markings,sidewalk:left,parking:both:orientation,parking:both,parking:right:orientation,cycleway:both:lane,sidewalk:right,oneway:bus,width,source:width,lanes:forward,lanes:backward,turn:lanes:both_ways,lanes:both_ways,parking:lane:left,parking:condition:left,smoothness,turn:lanes:forward,layer,bridge,parking:both:private,parking:both:access,railway,maxspeed:forward,maxspeed:backward,noname,junction,turn:lanes,construction,living_street,parking:both:maxstay:conditional,old_name,name:str-fonnapa,name:str,name:en,alt_name,cycleway:lane,bicycle_road,parking:right:maxstay,parking:right:access,access,parking:right:private,turn:lanes:backward,parking:lane:right,sidewalk:both:surface,cycleway:left:oneway,proposed:cycleway,geobase:acquisitionTechnique,attribution,motor_vehicle,horse,sidewalk:right:surface,sidewalk:left:surface,shoulder,construction:cycleway,cycleway:right:lane,source:cycleway,maxheight,parking:left:restriction,cycleway:oneway,cycleway:right:oneway,hgv,bridge:movable,hazard,shoulder:left,bus,service,parking:left:maxstay,parking:left:access,maxspeed:advisory
E515,N910,N524,460.46564002470285,"LINESTRING (-13731130.59307453 6176222.106616687, -13731127.309149552 6176219.1379937595, -13731092.2769058 6176183.665545523, -13731076.091051837 6176170.432599081, -13731058.914454408 6176159.832839303, -13731037.26281345 6176149.300179661, -13731012.048948785 6176141.316834845, -13730911.527448598 6176111.748335007, -13730861.366886046 6176095.245030842, -13730832.70211717 6176061.802457537, -13730759.921434088 6175975.44608824)",w25796014,25796014,way,tertiary,asphalt,,,,,,Fairfield Road,,30,,2,,,-13730708.8338934,6176020.02586238,17.0,42.4176028582,Both,450.0,450(87),1987.0,Fairfield,1.0,0.0005303469231863052,-123.345515,48.4138051,-123.34505607281372,48.41407090763085,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E516,N404,N357,332.8173306776964,"LINESTRING (-13729086.700431872 6176256.136836945, -13729073.676051449 6176261.168423666, -13729050.143111095 6176268.413913763, -13729025.029433973 6176272.3217848195, -13729007.730385102 6176273.57968361, -13728991.923017409 6176273.411963759, -13728970.338168146 6176271.449641769, -13728903.79137655 6176264.740852041, -13728892.18075366 6176263.566814384, -13728816.182937294 6176255.633678434, -13728797.091644622 6176254.174518926, -13728780.594096089 6176254.308694502, -13728757.36171836 6176256.925118668)",w25796015,25796015,way,tertiary,,,,,,,Fairfield Road,,40,,,,,-13728793.4389472,6176228.1167607,463.0,354.828829872,Right,3469.0,3469(97),1997.0,Gonzales,1.0,0.0001555402343805444,-123.3278506268719,48.41546717259448,-123.32784978726075,48.41531163462624,,,both,,shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E517,N911,N883,323.1343179351779,"LINESTRING (-13732130.186442109 6177007.586886644, -13732113.187955864 6177004.6347636655, -13731974.617453722 6176981.068136755, -13731955.370313767 6176977.797328914, -13731886.808639387 6176965.670190795, -13731833.96527711 6176957.132561718, -13731811.46760802 6176954.566242665)",w25796021,25796021,way,residential,asphalt,,,,,,Richardson Street,,30,,,,designated,-13731974.273474,6177012.09399669,189.0,350.5939767388,Both,910.0,910(90),1990.0,Fairfield,1.0,0.00018415001671367645,-123.3564443637613,48.41980278241361,-123.35642370997755,48.41998577052763,,,both,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E518,N912,N651,92.40279346455362,"LINESTRING (-13732286.156180657 6176480.632353469, -13732280.534546375 6176487.827712827, -13732242.819502894 6176530.127826974, -13732225.409134531 6176550.23806586)",w25797176,25797176,way,residential,asphalt,,,,,,Vancouver Street,,30,,,,designated,-13732330.9298126,6176487.57247979,199.0,45.6300063681,Left,2643.0,2643(15),2015.0,Fairfield,1.0,0.0004043312258786356,-123.3592254,48.4168172,-123.35962760837899,48.41685857825629,,,both,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E519,N117,N913,231.97988504104816,"LINESTRING (-13732304.546160538 6175808.740014426, -13732217.138096368 6175807.02936537, -13732160.487607503 6175805.754764336, -13732125.522155445 6175804.983295382, -13732091.747821936 6175802.953996943, -13732072.667661216 6175802.769515292)",w25797185,25797185,way,residential,,,,,,,Park Boulevard,,30,,,,,-13732159.4712601,6175781.48879455,661.0,0.0,Right,1050.0,1050(16),2016.0,Fairfield,1.0,0.00014454049562278204,-123.35808525342482,48.412793135293704,-123.35808736999594,48.41264861029586,,,left,,shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E520,N913,N165,93.19895905119243,"LINESTRING (-13732072.667661216 6175802.769515292, -13732079.547205748 6175709.824812187)",w25797194,25797194,way,secondary,asphalt,,,,,,Cook Street,,30,,,,,-13732159.4712601,6175781.48879455,661.0,0.0,Right,1050.0,1050(16),2016.0,Fairfield,1.0,0.0007609039763188869,-123.35733115325051,48.412564282986466,-123.35808736999594,48.41264861029586,,,left,,shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E521,N150,N684,542.735859114472,"LINESTRING (-13731633.055860123 6175636.955665894, -13731470.807702292 6175610.491490256, -13731359.421419805 6175592.49656856, -13731232.706443436 6175571.415893118, -13731097.675901102 6175547.937079663)",w25797196,25797196,way,residential,,CA-BC:urban,,,,,May Street,,,,,,,-13731770.2661236,6175488.97597324,634.0,262.8778453886,Left,107.0,107(16),2016.0,Fairfield,1.0,0.0015158638849392134,-123.3533585,48.4117868,-123.35459108076817,48.41090442368142,,,both,,shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E522,N914,N915,131.81070057209945,"LINESTRING (-13733700.303331953 6179656.875125624, -13733684.74086714 6179666.204055697, -13733669.100478683 6179674.643726049, -13733647.938643483 6179683.301527779, -13733627.077370906 6179689.49286813, -13733598.579581264 6179696.0197873525, -13733576.605113782 6179697.630544536)",w25865735,25865735,way,secondary,asphalt,sign,separate,,,,Bay Street,,50,,2,,,-13733615.837096,6179829.53452004,389.0,15.8616339065,Left,1090.0,1090(91),1991.0,Burnside,1.0,0.0008099912367844247,-123.37104844300133,48.43597923342675,-123.37117012689251,48.43678003229931,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E523,N295,N916,81.47102971043614,"LINESTRING (-13733377.933218563 6179684.190798611, -13733326.45908602 6179678.95584713, -13733296.881497316 6179675.935684278)",w25865737,25865737,way,secondary,asphalt,sign,separate,,,,Bay Street,,50,,2,,,-13733340.4680781,6179714.71898887,386.0,354.2418468237,Left,6590.0,6590(93),1993.0,Burnside,1.0,0.0002041902681749866,-123.36871019120487,48.43589201878372,-123.36869644491698,48.43609574581969,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E524,N917,N918,80.88971450328448,"LINESTRING (-13731998.239449672 6177842.072263429, -13731987.641834147 6177901.087166255, -13731983.934895104 6177921.687120501)",w25906720,25906720,way,tertiary,asphalt,,,,,,Vancouver Street,,50,yes,2,,designated,-13731943.2615912,6177917.49008922,407.0,82.0684104087,Right,4840.0,4840(89),1989.0,Harris Green,1.0,0.00036623010669327314,-123.3565105,48.4254083,-123.35614512549446,48.425383280772316,,,both,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E525,N919,N200,40.196621618896025,"LINESTRING (-13731771.470514977 6180036.752045329, -13731731.807380406 6180043.279230447)",w25991153,25991153,way,residential,asphalt,,,,,,Kings Road,,30,,2,,designated,-13731707.5551178,6180080.19552193,159.0,10.278816187,Both,2770.0,2770(91),1991.0,Hillside/Quadra,1.0,0.000309625188053763,-123.3542456,48.4380539,-123.35402773821825,48.43827390909329,,,both,,,,,shared_lane,,,,sign,,,,,,pictogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E526,N200,N920,107.31065069351781,"LINESTRING (-13731731.807380406 6180043.279230447, -13731697.788144019 6180051.601818205, -13731644.198941153 6180061.434563408, -13731638.699758308 6180062.709800817, -13731636.72940332 6180063.179625174, -13731631.330408016 6180066.921441513, -13731628.89251117 6180069.522256529)",w25991154,25991154,way,residential,asphalt,,,,,,Kings Road,,30,,2,,designated,-13731707.5551178,6180080.19552193,159.0,10.278816187,Both,2770.0,2770(91),1991.0,Hillside/Quadra,1.0,0.00018226428592593217,-123.35399853815765,48.43809399904247,-123.35402773821825,48.43827390909329,,,both,,,,,shared_lane,,,,sign,,,,,,pictogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E527,N710,N919,328.2948763138554,"LINESTRING (-13731831.961526275 6180359.425817684, -13731771.470514977 6180036.752045329)",w25991155,25991155,way,residential,asphalt,,,,,,Prior Street,,30,yes,2,,,-13731820.9130359,6180323.71275579,138.0,10.4146453051,Right,8268.0,8268(12),2012.0,Hillside/Quadra,1.0,3.7634835702482225e-05,-123.35508226635714,48.4397149346794,-123.35504604972229,48.43972516875084,,,both,,,,,,,,,sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E528,N921,N922,83.56013049779165,"LINESTRING (-13734890.108313449 6179745.73527695, -13734955.853604712 6179774.108303597, -13734962.076364245 6179773.688831789, -13734967.141401079 6179771.0377704315)",w26011950,26011950,way,residential,,,,,,,Raynor Avenue,,30,,,,,-13734893.3684654,6179632.35810064,328.0,300.8265336273,Left,6590.0,6590(90),1990.0,Victoria West,1.0,0.0006763550015782858,-123.3826171,48.4362806,-123.38264638644326,48.435604879353285,,,both,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E529,N923,N924,262.77153015435846,"LINESTRING (-13735137.159659363 6179779.544660113, -13735272.924910335 6179782.162166336, -13735385.157220954 6179784.830010046, -13735392.771474125 6179783.319909731, -13735398.960837813 6179780.148699939)",w26104859,26104859,way,residential,,,,,,,Raynor Avenue,,30,,,,,-13735428.2389024,6179665.27396106,329.0,359.6696579245,Left,6960.0,6960(92),1992.0,Victoria West,1.0,0.0007334237394484434,-123.3871882,48.4364857,-123.38745120932906,48.43580105668088,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E530,N925,N926,161.4318150728351,"LINESTRING (-13734970.948527664 6179862.432747488, -13734969.735145211 6179877.36611207, -13734970.558909446 6179893.87673887, -13734974.26584849 6179907.249698856, -13734978.985794896 6179916.0251909, -13735033.421025895 6180007.069356518)",w26104861,26104861,way,residential,,,,,,,Arthur Currie Lane,,30,,,,,-13734893.3684654,6179632.35810064,328.0,300.8265336273,Left,6590.0,6590(90),1990.0,Victoria West,1.0,0.001538159474036663,-123.3833433,48.4369761,-123.38264638644326,48.435604879353285,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E531,N927,N886,142.8444576523315,"LINESTRING (-13733084.550700577 6177948.846256767, -13733098.209602097 6177951.027043543, -13733157.041952983 6177960.337331821, -13733213.40301117 6177969.3624498015, -13733225.625891259 6177971.258061298)",w26228676,26228676,way,tertiary,asphalt,,,,,,View Street,,40,,,,,-13732993.1914314,6177924.62569046,413.0,78.9898280363,Left,21570.0,21570(89),1989.0,Downtown,1.0,0.0008332979409814166,-123.3663975,48.4255702,-123.36557680572149,48.42542581731526,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E532,N927,N848,145.60939753099365,"LINESTRING (-13733084.550700577 6177948.846256767, -13733077.882663079 6177947.789414145, -13732964.993567467 6177929.906985842, -13732940.737050422 6177926.048680716)",w26228678,26228678,way,tertiary,asphalt,,,,,no,View Street,,40,yes,2,,,-13732993.1914314,6177924.62569046,413.0,78.9898280363,Left,21570.0,21570(89),1989.0,Downtown,1.0,5.7791222267934556e-05,-123.36557076412053,48.42548329186988,-123.36557680572149,48.42542581731526,,,both,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E533,N847,N928,285.83510081894417,"LINESTRING (-13732989.027445527 6177667.143621119, -13732991.476474326 6177651.375392801, -13733005.246695336 6177564.28161878, -13733011.50285072 6177532.611376076, -13733014.786775699 6177516.44081023, -13733033.232415322 6177432.367781623, -13733039.855925024 6177401.872223143, -13733043.262301443 6177386.607710629)",w26417427,26417427,way,primary,asphalt,sign,,,,,Douglas Street,,50,,4,,,-13733041.5613131,6177404.64098392,426.0,80.1282945337,Left,8370.0,8370(93),1993.0,Downtown,1.0,1.969398573939996e-05,-123.36599260270957,48.42231988029242,-123.36601131976174,48.42232600606032,,,both,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E534,N929,N930,863.9395183318234,"LINESTRING (-13733430.019608306 6182155.7321789125, -13733381.929588282 6182076.279167821, -13733362.047927229 6182041.4368896205, -13733348.322234012 6182013.375196863, -13733334.763520036 6181981.973735148, -13733324.28835595 6181954.533215282, -13733314.815067284 6181925.162726156, -13733307.779675467 6181897.957351959, -13733297.616205957 6181850.243262573, -13733283.489762576 6181783.833347828, -13733273.604591794 6181752.751604422, -13733269.2965275 6181734.525537629, -13733267.237116918 6181725.362170706, -13733259.333433071 6181699.29865528, -13733235.332950857 6181632.436788321, -13733220.104444519 6181592.242720637, -13733178.838309279 6181486.1447185, -13733128.622086985 6181350.478143888)",w26425717,26425717,way,trunk,asphalt,sign,,,,yes,Blanshard Street,,50,yes,3,,,-13733217.9249561,6181489.48941648,360.0,291.8744387087,Right,17980.0,17980(89),1989.0,Burnside,1.0,0.000292809745248159,-123.36734303238258,48.446820239310135,-123.36759562132244,48.446672129977635,lane,,both,17,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E535,N746,N931,365.1141723232827,"LINESTRING (-13728925.097927086 6176925.447800841, -13728919.264785768 6176937.306509098, -13728889.720592912 6176997.438968186, -13728764.040887807 6177253.119874427)",w26468501,26468501,way,residential,,,,,,,Maddison Street,,,,,,,-13728736.0309649,6177383.23625571,498.0,65.0168846443,Left,57.0,57(11),2011.0,Gonzales,1.0,0.0008154895676895028,-123.3275857,48.4214227,-123.32733408258146,48.42219840091511,,,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E536,N932,N933,5.975705284251304,"LINESTRING (-13733216.486561066 6175726.847268646, -13733211.610767368 6175723.392461927)",w26487418,26487418,way,unclassified,asphalt,,,,,,Circle Drive,,30,,,,,-13733221.2490432,6175896.38707048,230.0,68.1492080388,Left,1909.0,1909(05),2005.0,James Bay,1.0,0.0010118107753387953,-123.3675827,48.4123228,-123.3676254821049,48.41333370589898,,,left,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E537,N934,N935,463.3606258036093,"LINESTRING (-13732534.799395295 6180757.692233941, -13732378.440038525 6180788.602540163, -13732363.155872442 6180791.4049458895, -13732227.47967706 6180816.4252677895, -13732079.536073798 6180843.895685674)",w27032188,27032188,way,residential,asphalt,,,,,,Topaz Avenue,,30,,2,,,-13732074.4990365,6180817.93131915,642.0,11.2234986322,Right,415.0,415(16),2016.0,Hillside/Quadra,1.0,0.0001612058249005545,-123.3573693,48.4428251,-123.35732405152409,48.44267037478095,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E538,N936,N937,351.8268902888651,"LINESTRING (-13729087.06778619 6179198.092283744, -13729259.913559547 6179212.722484754, -13729292.942052463 6179219.735594602, -13729437.245508378 6179228.963379505)",w27050521,27050521,way,residential,asphalt,,,,,,Albert Avenue,,30,,,,,-13729227.7596074,6179359.17544947,601.0,0.0,Left,6954.0,6954(16),2016.0,North Jubilee,1.0,0.0008877142128052233,-123.33180113194004,48.43309037388109,-123.33175135613341,48.4339766914837,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E539,N938,N939,206.58068470431698,"LINESTRING (-13731192.319732174 6181391.39269985, -13731212.412900265 6181387.667084085, -13731356.326737963 6181358.953046039, -13731375.239919446 6181359.842491702, -13731395.38874728 6181356.2847096)",w27126190,27126190,way,residential,asphalt,,,,,,McNair Street,,30,yes,,,,-13731164.56897,6181435.11958664,470.0,98.4055596116,Right,6303.0,6303(16),2016.0,Oaklands,1.0,0.0003606036229201289,-123.3493993,48.4460876,-123.34915001066192,48.446348156709334,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E540,N940,N941,476.0444608867917,"LINESTRING (-13731730.939088378 6182448.660716708, -13731739.210126545 6182439.697991376, -13731742.271412542 6182436.67685013, -13731745.666657012 6182433.168970804, -13731749.718686474 6182427.965898865, -13731793.278003223 6182233.910368234, -13731858.533488726 6181993.419898598)",w27749617,27749617,way,residential,asphalt,,,,,,Bellevue Road,,,,,,,-13732166.9325232,6181954.04808835,599.0,8.894253883,Both,985.0,985(15),2015.0,Hillside/Quadra,1.0,0.0027803102088718146,-123.355384,48.4496748,-123.35815439566275,48.44944020944313,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E541,N942,N224,330.49119106838776,"LINESTRING (-13731511.528372025 6179529.0396105405, -13731368.616409745 6179516.455827017, -13731231.326081749 6179501.455981325, -13731196.182518506 6179498.234541398, -13731182.612672579 6179496.976166756)",w34286412,34286412,way,secondary,asphalt,,,,,,Bay Street,,40,yes,,,,-13731171.4366853,6179528.05691187,164.0,353.0474976153,Left,8529.0,8529(15),2015.0,Fernwood,1.0,0.00021069948158582047,-123.3493121,48.434798,-123.34921170439813,48.43498324306914,,,both,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E542,N253,N943,79.24838425995303,"LINESTRING (-13731908.538203992 6179559.03942539, -13731829.590421122 6179552.143485449)",w34286418,34286418,way,secondary,asphalt,,,,,,Bay Street,,40,,2,,,-13731768.0723229,6179580.35979943,148.0,355.3916933152,Left,9000.0,9000(92),1992.0,Hillside/Quadra,1.0,0.0005776479179918341,-123.355124,48.4351268,-123.35457137352118,48.43529496983102,lane,track,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,
E543,N846,N944,179.0523876726868,"LINESTRING (-13732649.747901488 6177736.893219156, -13732632.938658377 6177733.370498503, -13732473.273112733 6177706.698517932)",w34580283,34580283,way,secondary,asphalt,sign,,,,yes,Fort Street,,40,,2,,,-13732614.4644738,6177738.17068958,421.0,80.1283157494,Right,9880.0,9880(84),1984.0,Downtown,1.0,4.672632978802574e-05,-123.36217979190837,48.42426787354349,-123.36217464357631,48.424314315384244,no,separate,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E544,N321,N945,307.0732482364287,"LINESTRING (-13729608.666392252 6178637.918759128, -13729598.491790796 6178625.118194977, -13729550.034416452 6178563.279829419, -13729522.98378019 6178529.3075053245, -13729474.993947709 6178467.738255541, -13729433.071027476 6178413.064463415, -13729421.927946446 6178394.359027432)",w34580533,34580533,way,residential,asphalt,,,,,,Fern Street,,30,yes,,,,-13729548.9000355,6178612.52907961,552.0,309.20329739,Left,1330.0,1330(14),2014.0,North Jubilee,1.0,0.0002306166997283496,-123.33478523817558,48.42935036432695,-123.33463620968254,48.4295263602657,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E545,N54,N708,153.20915440499968,"LINESTRING (-13732179.000038823 6180559.613866068, -13732028.240052441 6180586.8988711005)",w35773923,35773923,way,residential,asphalt,,,,,,Vista Heights,,30,,2,,,-13731888.9219531,6180646.4973032,663.0,10.0139242909,Left,121.0,121(16),2016.0,Hillside/Quadra,1.0,0.00130093555648199,-123.3569085,48.4412936,-123.35565698422009,48.441648764151836,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E546,N53,N946,162.27150751461141,"LINESTRING (-13732276.471384961 6181053.79475186, -13732116.805839317 6181082.7594836075)",w35798924,35798924,way,residential,asphalt,,,,,,Summit Avenue,,30,yes,2,,,-13732258.9395427,6181166.659884,370.0,279.8449821417,Both,260.0,260(89),1989.0,Hillside/Quadra,1.0,0.0006489229899415992,-123.3589033783906,48.44410418190043,-123.35898090878139,48.444748456752784,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E547,N947,N948,323.0235391270688,"LINESTRING (-13731708.363495644 6180517.025268935, -13731390.880307904 6180576.595667055)",w36760667,36760667,way,residential,asphalt,,,,,,Basil Avenue,,30,,2,,,-13731547.5299654,6180577.02138737,135.0,10.7035260317,Both,250.0,250(91),1991.0,Hillside/Quadra,1.0,0.0001763370481880686,-123.35256842651752,48.44105975034582,-123.35259020781581,48.44123473700134,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E548,N949,N950,235.24828558600151,"LINESTRING (-13731393.373864498 6180841.915530416, -13731372.813154548 6180713.105741045, -13731369.328854484 6180700.302060372, -13731366.234172642 6180683.521380876, -13731357.651439903 6180637.508927185, -13731352.58640307 6180610.30766274)",w36761113,36761113,way,residential,asphalt,,,,,,The Rise,,30,yes,2,,,-13731359.7401028,6180618.28404605,640.0,51.1160504056,Left,7102.0,7102(16),2016.0,Hillside/Quadra,1.0,4.9025839067489926e-05,-123.35085606113645,48.44149388264219,-123.35090326277803,48.44148063356945,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E549,N737,N951,162.87361994956404,"LINESTRING (-13728788.43098824 6176018.582234864, -13728671.16703664 6176034.2468149, -13728642.73603869 6176030.473225001, -13728627.752435228 6176035.756251328)",w37928452,37928452,way,residential,,,,,,,Quixote Lane,,,,,,,-13728862.187525,6176006.87228181,630.0,270.0,Left,155.0,155(16),2016.0,Gonzales,1.0,0.000666234906816321,-123.3278048,48.4140623,-123.32846736624273,48.41399247933655,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E550,N840,N952,113.95419336750183,"LINESTRING (-13733334.095603092 6177846.484108153, -13733335.687471807 6177837.459120246, -13733349.402033072 6177756.805005641, -13733355.480077269 6177734.645387715)",w37928455,37928455,way,unclassified,asphalt,,,,,yes,Langley Street,,40,,,,,-13733343.5629964,6177881.92501912,414.0,351.1861024157,Right,5210.0,5210(89),1989.0,Downtown,1.0,0.00022774620185006024,-123.3686392,48.42496,-123.36872424704111,48.42517127075816,,,both,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E551,N953,N954,76.63262729671101,"LINESTRING (-13729674.255836226 6175189.574556568, -13729611.560699014 6175189.155310248, -13729598.836881215 6175194.840292108)",w39084532,39084532,way,residential,,,,,,,Hollywood Place,,,,,,,-13729527.4595276,6175450.59423223,504.0,359.391218249,Right,700.0,700(09),2009.0,Gonzales,1.0,0.0016543670960815823,-123.3350848,48.4091505,-123.33444360632308,48.41067555775539,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E552,N955,N956,171.97519809705724,"LINESTRING (-13729621.312286407 6175313.286661139, -13729605.026244903 6175332.270431509, -13729601.341569757 6175344.093384056, -13729604.926057361 6175478.624645329)",w39704619,39704619,way,residential,,,,,,,Passmore Street,,,,,,,-13729527.4595276,6175450.59423223,504.0,359.391218249,Right,700.0,700(09),2009.0,Gonzales,1.0,0.0006886301181054751,-123.33513168235409,48.41064793864769,-123.33444360632308,48.41067555775539,,,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
